Event,Name,Gender,Occupation,Keyword,Text
"{'text': 'portrayed', 'lemma': 'portray', 'start_token': 29, 'end_token': 29}",James Maslow,M,models,portray,"Maslow made his acting debut in 2008 as Shane in an episode of the Nickelodeon show iCarly. He also appeared in urFRENZ in 2009, in which he portrayed a character named Brandon. In 2012, he filmed an episode of See Dad Run, playing the role of actor Scott Baio's former TV son, Ricky. In 2007 Maslow sent his audition tape for a new Nickelodeon sitco"
"{'text': 'created', 'lemma': 'create', 'start_token': 1, 'end_token': 1}",Kimora Lee Simmons,F,models,create,"Simmons created the Simmons Jewelry Company to market jewelry items under the Phat Farm and Baby Phat labels, which resulted in Simmons's ""Diamond Diva"" line of jewelry.[12] She then partnered with pop culture icon, Hello Kitty owned by Sanrio Ltd., in 2006 to launch “Kimora Lee Simmons for Hello Kitty” in Neiman Marcus. The Hello Kitty collection "
"{'text': 'created', 'lemma': 'create', 'start_token': 19, 'end_token': 19}",Kimora Lee Simmons,F,models,create,"Renowned for pioneering the introduction of glamour and feminine appeal to the urban brand category, Kimora Lee Simmons created a line for JCPenney in 2008, which combined the two worlds she knows best—high fashion and hip hop. Fabulosity was merchandised at JCPenney as an urban lifestyle offering in Juniors with a complete sportswear line that fea"
"{'text': 'created', 'lemma': 'create', 'start_token': 8, 'end_token': 8}",Karlie Kloss,F,models,create,"In collaboration with Momofuku Milk Bar, Kloss created a special recipe called Karlie's Kookies sold in DKNY Soho during Fashion's Night Out in New York City, with proceeds benefiting hungry children around the world (through FEED Projects). Kloss called it a ""Perfect 10 Kookie"" because for every tin of cookies sold, 10 meals were donated to starvi"
"{'text': 'created', 'lemma': 'create', 'start_token': 1, 'end_token': 1}",Dylan Dauzat,M,models,create,"Dauzat created his YouTube channel on December 29, 2012 after receiving a camera as a Christmas gift that same year.[citation needed] He garnered attention from his YouTube videos, subsequently moving from Louisiana to West Hollywood, Los Angeles to pursue a career in modelling.[2][3]
"
"{'text': 'received', 'lemma': 'receive', 'start_token': 72, 'end_token': 72}",Sasha Gradiva,F,models,receive,"Gradiva spent all of 2013 and part of 2014 touring the entire US, and hit all 50 states, gaining a large fan base in America.[5] She put on shows across the country to crowds of over 300,000 and has shared stages with the likes of Adam Lambert, Icona Pop, Cher Lloyd and Emeli Sande among others. Her latest single ""Tin Foil"" has been well received i"
"{'text': 'received', 'lemma': 'receive', 'start_token': 56, 'end_token': 56}",Jordan Lane Price,F,models,receive,"Her debut extended play (EP), Sponge will be released on June 30 from Innit Recordings. It was composed entirely by singer-songwriter and producer James Levy, mixed at The Rumpus Room and mastered by Joe LaPorta at Sterling Sound. The lead single, ""These Days"" was positively received by critics as a ""timeless piece of pop perfect"" while also pointi"
"{'text': 'received', 'lemma': 'receive', 'start_token': 23, 'end_token': 23}",Albert Reed (model),M,models,receive,"At 18, Reed graduated from high school and moved to Miami to pursue modeling and public relations work in clubs.[4] He received a steady string of modeling jobs, which led to opportunities to model in Greece, Scotland, and then Italy, where Reed lived for about six months.[5] While in Italy, Reed was featured as the sole male model in the Spring/Su"
"{'text': 'receiving', 'lemma': 'receive', 'start_token': 64, 'end_token': 64}",Cory Wade Hindorff,M,models,receive,"He described it in an interview: ""I went through an identity crisis that almost completely destroyed me when I was on that show. All of that said, my experience on Top Model was incredible and life changing. It was a very positive thing. I just wish I could've desensitized myself to all of the pressure I was receiving to 'man up' or to ‘act straigh"
"{'text': 'plays', 'lemma': 'play', 'start_token': 11, 'end_token': 11}",Halle Berry,F,models,play,"Berry will make her directorial debut with Bruised in which she plays a disgraced MMA fighter named Jackie Justice, who reconnects with her estranged son. Filming began in 2019 with shooting in Atlantic City and Newark.[87]
"
"{'text': 'played', 'lemma': 'play', 'start_token': 28, 'end_token': 28}",Ciara,F,models,play,"In addition to her music, Ciara made her acting debut in the MTV Films production All You've Got in May 2006. In the movie she played Becca Whiley, a teenager who is competing in a volleyball tournament. The movie received mixed to positive reviews; critics said the movie was predictable but still enjoyable.[31]
"
"{'text': 'played', 'lemma': 'play', 'start_token': 27, 'end_token': 27}",Djimon Hounsou,M,models,play,"On 17 February 2016, it was reported that Hounsou would join the second season of the television series Wayward Pines.[17] Also in 2016, he played Chief Mbonga in The Legend of Tarzan movie.[18]
"
"{'text': 'death', 'lemma': 'death', 'start_token': 28, 'end_token': 28}",Suzanne Somers,F,models,death,"Somers and her Three's Company co-star John Ritter reconciled their friendship after 20 years of not speaking to each other, shortly before Ritter's death in 2003.[18]
"
"{'text': 'death', 'lemma': 'death', 'start_token': 50, 'end_token': 50}",Sarah Shahi,F,models,death,"She also played Farah in the second season of Sleeper Cell, and also appeared in HBO's The Sopranos in 2007, in the Season 6b episode ""Kennedy and Heidi"" as Sonya Aragon, a stripper and college student who spends a weekend with Tony after a death in his family. In 2007, she secured a small role in Rush Hour 3 as Zoe, a scantily clad rich girl who i"
"{'text': 'death', 'lemma': 'death', 'start_token': 4, 'end_token': 4}",Michael Gandolfini,M,models,death,"Following his father's death, Gandolfini decided to pursue acting. He enrolled at New York University after graduating high school. In his early audition efforts, he was cast in the HBO drama series The Deuce as Joey Dwyer.[7] In 2019, he was cast in The Many Saints of Newark to play the young version of Tony Soprano, the role played by his father "
"{'text': 'including', 'lemma': 'include', 'start_token': 55, 'end_token': 55}",Daphne Blunt,F,models,include,"Blunt starred in My Dream on Radio Disney, which first aired on July 5, 2010. While radio episodes are in audio format only, each is turned into a webisode by Radio Disney and made available on their website.[2] She has received international attention for her role in the series, including coverage in the United States,[3] Canada,[4] China,[5] Indi"
"{'text': 'included', 'lemma': 'include', 'start_token': 42, 'end_token': 42}",Brooke Shields,F,models,include,"In 1980, 14-year-old Shields was the youngest fashion model ever to appear on the cover of Vogue. Later that same year, Shields appeared in controversial print and TV ads for Calvin Klein jeans. The TV ad included her saying the famous tagline, ""You want to know what comes between me and my Calvins? Nothing.""[2][27][28] Brooke Shields ads would hel"
"{'text': 'included', 'lemma': 'include', 'start_token': 25, 'end_token': 25}",Charles Melton (actor),M,models,include,"He was first successful as a model, having booked gigs for Dolce & Gabbana, Kenneth Cole and MAC.[3] His first acting roles included guest spots on Glee and American Horror Story.[3]
"
"{'text': 'included', 'lemma': 'include', 'start_token': 67, 'end_token': 67}",RuPaul,M,models,include,"In 1997, he released his third album, a Christmas album entitled Ho Ho Ho. He has had guest appearances in many films, including both Brady Bunch movies, in which he played Jan's female guidance counselor. In 1997, RuPaul teamed with Martha Wash to remake the classic disco anthem, ""It's Raining Men"". The song was included on the 1998 compilation CD"
"{'text': 'performed', 'lemma': 'perform', 'start_token': 60, 'end_token': 60}",Camille Kostek,F,models,perform,"In 2013, while a junior at university, Kostek made it to the roster of the National Football League's (NFL) New England Patriots Cheerleaders.[19][20] She landed the cover of its annual Swimsuit Calendar which was shot in Saint Lucia in 2014.[21] She also joined the NFL Tour in China as Patriots ambassador where she performed routines and taught yo"
"{'text': 'performed', 'lemma': 'perform', 'start_token': 4, 'end_token': 4}",Caroline Vreeland,F,models,perform,"In February 2019 Vreeland performed at the 21st amfAR New York City Gala, which opens New York Fashion Week and raises money for AIDS research.[13]
"
"{'text': 'performed', 'lemma': 'perform', 'start_token': 58, 'end_token': 58}",RuPaul,M,models,perform,"RuPaul and Revolucian both confirmed through their Twitter and Instagram accounts that they had been working on an upcoming seventh studio album. Born Naked was released on February 24, 2014 to coincide with the premiere of the 6th season of RuPaul's Drag Race. Prior to the premiere, an album of RuPaul cover songs performed by the Season 6 cast was"
"{'text': 'performing', 'lemma': 'perform', 'start_token': 8, 'end_token': 8}",Lewis Tan,M,models,perform,"Tan studies under acting coach John Kirby, performing plays from Tennessee Williams to John Patrick Shanley.[3] Tan performs his own stunts, using multiple styles including Muay Thai, Kung Fu, Ju-Jitsu and Japanese katana swordplay.[3]
"
"{'text': 'announced', 'lemma': 'announce', 'start_token': 5, 'end_token': 5}",Mela Hudson,F,models,announce,"In October 2014, Hudson announced that she was creating her first animation film, Tomboy. She had written it as a short story at first, but then soon after decided to adapt it to screen.[citation needed]
"
"{'text': 'announced', 'lemma': 'announce', 'start_token': 41, 'end_token': 41}",Willa Holland,F,models,announce,"In December 2007, Holland was cast in the independent drama film Garden Party, playing the role of April, a troubled teenage aspiring model who tries to make it in Los Angeles. In September 2008, The CW announced Holland would appear in three episodes of the second season of the teen-drama television series Gossip Girl, created by The O.C. creator "
"{'text': 'announced', 'lemma': 'announce', 'start_token': 21, 'end_token': 21}",Lewis Tan,M,models,announce,"In 2018, Tan starred as Shatterstar in the superhero film Deadpool 2.[10] In the same year, it was announced that Tan was cast in the series regular role of Lu Xin Lee on the Netflix crime drama series, Wu Assassins.[11]
"
"{'text': 'announced', 'lemma': 'announce', 'start_token': 5, 'end_token': 5}",Chad Michael Murray,M,models,announce,"In 2011, The CW announced he would return for a guest appearance as Lucas Scott in the final season of One Tree Hill.[20] The episode aired on February 22, 2012. In 2013, Murray appeared in Fruitvale Station, a film chronicling the last day of Oscar Grant, who was killed by a police officer at a BART station. The film won two major awards at the 20"
"{'text': 'announced', 'lemma': 'announce', 'start_token': 8, 'end_token': 8}",Chad Michael Murray,M,models,announce,"On February 8, 2019, it was announced that Murray was cast in a recurring role as Edgar Evernever on The CW drama Riverdale.[23] He will appear opposite Torrey DeVitto in Hallmark's upcoming Christmas film Five Cards for Christmas (2019).[24] The film centers around Jessica (DeVitto), who sends Christmas cards to five people who have impacted her l"
"{'text': 'left', 'lemma': 'leave', 'start_token': 4, 'end_token': 4}",Aaliyah,F,models,leave,"In 1996, Aaliyah left Jive Records and signed with Atlantic Records.[14] She worked with record producers Timbaland and Missy Elliott, who contributed to her second studio album, One in a Million.[10] Missy Elliott recalled Timbaland and herself being nervous to work with Aaliyah, since Aaliyah had already released her successful début album while "
"{'text': 'left', 'lemma': 'leave', 'start_token': 1, 'end_token': 1}",Norma Shearer,F,models,leave,"Shearer left New York around February 17.[19] Accompanied by her mother, she felt ""dangerously sure of herself""[20] as her train neared Los Angeles. When she was not welcomed, even an hour after her arrival, she realized that there would be no star treatment from her new studio. Dispirited, she allowed Edith to hail a taxi.
"
"{'text': 'left', 'lemma': 'leave', 'start_token': 29, 'end_token': 29}",Charles Melton (actor),M,models,leave,"Melton received mainstream attention in 2017 when he was cast as Reggie Mantle in the second season of the CW series Riverdale. He replaced Ross Butler, who left the cast due to his commitment to 13 Reasons Why.[9] After recurring during the second season, Melton officially became a series regular on Riverdale starting with the third season.[10] In"
"{'text': 'leaving', 'lemma': 'leave', 'start_token': 7, 'end_token': 7}",Sergio Kato,M,models,leave,"In January 1993, just weeks after leaving back to California from Japan, Kato was reading several new scripts for future films, one of them being the Only the Strong, an action drama film with Mark Dacascos, written and directed by Sheldon Lettich.[10]
"
"{'text': 'serve', 'lemma': 'serve', 'start_token': 55, 'end_token': 55}",Donna Rice Hughes,F,models,serve,"Hughes has testified before multiple congressional hearings on protecting children online. Hughes and Enough Is Enough supported the Communications Decency Act (CDA) of 1996, the Children's Internet Protection Act (CIPA), and the Child Online Protection Act (COPA).[13][14] She was appointed by Senator Trent Lott to serve on the COPA Commission and "
"{'text': 'served', 'lemma': 'serve', 'start_token': 4, 'end_token': 4}",Eva Longoria,F,models,serve,"From 2013, she served as one of the executive producers of Devious Maids and directed the season two premiere, ""An Ideal Husband"". In 2016, she also starred in the fourth season, in the episode ""Once More Unto the Bleach"". She is also an executive producer of the documentaries The Harvest and Food Chains, for which she won a James Beard Foundation "
"{'text': 'served', 'lemma': 'serve', 'start_token': 40, 'end_token': 40}",Cory Wade Hindorff,M,models,serve,"Tyra Banks also helped Hindorff get through some tough times during the show: ""She told me that what I had to offer was polarizing…and that I should use that to my advantage. That advice has served me very well! She was also the one who recommended that I get into event hosting and red carpet hosting! I've made most of the money I've earned in 2015"
"{'text': 'serving', 'lemma': 'serve', 'start_token': 26, 'end_token': 26}",Hal DeWindt,M,models,serve,"In 1983, DeWindt co-authored the book Kill, Bubba, Kill! with former NFL player and actor Bubba Smith.[8][9] DeWindt was serving as an acting professor at Loyola Marymount University at the time of his death.[2][7]
"
"{'text': 'represented', 'lemma': 'represent', 'start_token': 21, 'end_token': 21}",Audra Mari,F,models,represent,"On July 8, 2016 Mari was crowned Miss World America 2016 at National Harbor in Washington, D.C.[13][14] She represented the United States at the Miss World 2016 pageant on December 18, 2016 where she placed 6th. Because Mari was the highest placing Miss World contestant from the Americas, she was awarded the title of Miss World Americas 2016.[14][1"
"{'text': 'represented', 'lemma': 'represent', 'start_token': 67, 'end_token': 67}",Kimora Lee Simmons,F,models,represent,"It’s perfect timing for this,” Kimora continued to WWD “Over the past several years, we realized (Baby Phat) resonates with people and lives deep in their souls.” And young people like her 16- and 19-year-olds (Ming Lee and Aoki Lee) have a “need for messaging” that is similar to what Baby Phat represented in its prime, and still can today.[17]
"
"{'text': 'represented', 'lemma': 'represent', 'start_token': 4, 'end_token': 4}",Shaun Ross (model),M,models,represent,"At 16 he was represented by Djamee Models in New York City. He was also signed by AMCK Models London.[5] In 2018, he collaborated with designer Nina Athanasiou for the ""In My Skin"" clothing line to bring awareness to albinism.[2]
"
"{'text': 'represented', 'lemma': 'represent', 'start_token': 2, 'end_token': 2}",RJ King,M,models,represent,"He is represented by Wilhelmina Models.[4] King was discovered at a mall in St. Louis.[5]
"
"{'text': 'discovering', 'lemma': 'discover', 'start_token': 48, 'end_token': 48}",Alicia Silverstone,F,models,discover,"Silverstone appeared in the comedy Book Club (2018),[88] opposite Diane Keaton, Jane Fonda and Candice Bergen, playing the ""domineering"" daughter of a ""skittish"" widow reading Fifty Shades of Grey.[89][90] The series American Woman,[91][92] starred Silverstone as a woman discovering her own brand of independence amid the rise of second-wave feminis"
"{'text': 'discovered', 'lemma': 'discover', 'start_token': 5, 'end_token': 5}",Alexis Ren,F,models,discover,"At 13, Ren was discovered and became a model for the label Brandy Melville.[4] She became a social media phenomenon at 15, when photos of her in a black string bikini posing by the pool went viral on Tumblr.[2] Since then she has appeared in a series of advertisements for the mobile game Final Fantasy XV: A New Empire.[6][7] She launched an activew"
"{'text': 'discovered', 'lemma': 'discover', 'start_token': 38, 'end_token': 38}",Alton Mason,M,models,discover,"Through choreographer Laurieann Gibson, he was able to obtain a position as backup dancer for P Diddy at the BET Awards 2015, which eventually led to being signed by a modeling agency.[3] Mason was then discovered on Instagram[5] and cast for Kanye West's Yeezy Season 3 show at Madison Square Garden.[6] Two years later, he walked for the Gucci Fall"
"{'text': 'discovered', 'lemma': 'discover', 'start_token': 15, 'end_token': 15}",Tyler Cameron,M,models,discover,"Cameron began his career as a model while a college student, after having been discovered through Instagram.[8] He ultimately went on to sign modeling contracts with Soul Artist Management in New York City and Next Management Miami.[9][10]
"
"{'text': 'led', 'lemma': 'lead', 'start_token': 18, 'end_token': 18}",Priscilla Quintana,F,models,lead,"While booking modelling jobs, Quintana also started getting offers for acting roles in commercials. This quickly led to small acting roles in television and films.  Among these were a couple of uncredited parts as a Casino Hostess in The Gambler (2014) and as a Foam Girl in Fast & Furious 7 (2015).  Bigger parts followed, and in 2017 Priscilla land"
"{'text': 'led', 'lemma': 'lead', 'start_token': 59, 'end_token': 59}",Gabrielle Union,F,models,lead,"Union appeared in the 2000 film Love & Basketball. In the same year, she performed the role of Isis in the cheerleading movie Bring It On. Bring It On helped push Union into the mainstream.[20] Union has said that of all her films, Bring It On gave her the ""biggest boost"".[21] It led to Union being cast in the CBS television drama City of Angels as"
"{'text': 'led', 'lemma': 'lead', 'start_token': 29, 'end_token': 29}",Hal DeWindt,M,models,lead,"DeWindt served as production stage manager at the New York Shakespeare Festival for seven years.[1] He was a director with Robert Hooks's Group Theater Workshop, which led to the creation of the Negro Ensemble Company,[1] which he served with as a workshop director.[7]
"
"{'text': 'featured', 'lemma': 'feature', 'start_token': 44, 'end_token': 44}",Carré Otis,F,models,feature,"After the end of her marriage to Rourke, Otis gradually resumed modeling. In 2000, she became one of the oldest models to appear in the Sports Illustrated swimsuit issue, although Christie Brinkley at 34 and Cheryl Tiegs at 42 were featured prominently in the 25th Anniversary edition ofSports Illustrated, released in 1989.  Shortly thereafter, Otis"
"{'text': 'features', 'lemma': 'feature', 'start_token': 17, 'end_token': 17}",Stephanie Seymour,F,models,feature,"Seymour co-founded and launched the lingerie line Raven & Sparrow in 2017. The line features high end vintage inspired pieces designed for comfort, ranging from camisoles and rompers to silk robes and nightgowns. It is available exclusively at Barneys New York.[12]
"
"{'text': 'featured', 'lemma': 'feature', 'start_token': 50, 'end_token': 50}",Broderick Hunter,M,models,feature,"Hunter started his modeling career in 2011 at age of 20, after being asked to become a model for a photoshoot.[3] He has since starred in editorials for various publications, including Cosmopolitan, Maxim, Essence, Vogue Paris and Italian GQ,[4][5] and has also been featured on the covers of XIOX, Fantastics and OnFitness magazines.[6][2] Publicati"
"{'text': 'featured', 'lemma': 'feature', 'start_token': 2, 'end_token': 2}",Malan Breton,M,models,feature,"Breton was featured on an episode of E! Television Fashion Emergency when he performed in the 1998 revival of Cabaret on Broadway.[28]
"
"{'text': 'featured', 'lemma': 'feature', 'start_token': 9, 'end_token': 9}",Malan Breton,M,models,feature,"In 2011 Malan Breton Homme, and Breton were featured on an episode of MTV News. In an episode called ""It's A 'Party And Rock And Roll' Lifestyle For Jim"". On the episode the viewers chose the Malan Breton suit newscaster Jim Cantiello would wear to the VMA's[38]
"
"{'text': 'featured', 'lemma': 'feature', 'start_token': 12, 'end_token': 12}",Malan Breton,M,models,feature,"In 2017 Breton appeared on an episode of Good Day New York featured on FOX Television Stations. On the episode he gave fashion commentary about the annual Met Gala.
"
"{'text': 'cast', 'lemma': 'cast', 'start_token': 2, 'end_token': 2}",Denise Richards,F,models,cast,"Richards was cast as the nuclear physicist Christmas Jones in the James Bond film The World Is Not Enough (1999). Though she considered her role ""brainy"", ""athletic"", and having depth of character,[18] she was criticized as not credible in the role.[19][20] Her outfit, which often comprised a low-cut tank top and tight shorts, elicited unfavorable "
"{'text': 'cast', 'lemma': 'cast', 'start_token': 6, 'end_token': 6}",Danielle Rose Russell,F,models,cast,"In July 2017, she was cast as the teenage Hope Mikaelson in the fifth and final season of The CW television series The Originals.[4] In May 2018, it was reported that she would continue her role as Hope Mikaelson on The CW's Legacies, a spinoff of The Originals.[5][6]
"
"{'text': 'cast', 'lemma': 'cast', 'start_token': 5, 'end_token': 5}",Tyler Cameron,M,models,cast,"In 2019, Cameron was cast in season fifteen of The Bachelorette, starring former Miss Alabama USA Hannah Brown. Filming took place throughout the spring of 2019, and Cameron was later revealed as a contestant by the American Broadcasting Company (ABC) on May 7, 2019.[11] Cameron went on to place as the runner-up, being eliminated by Brown during th"
"{'text': 'signed', 'lemma': 'sign', 'start_token': 41, 'end_token': 41}",Rene Russo,F,models,sign,"After allegedly being spotted at a 1972 Rolling Stones concert by John Crosby, an agent from International Creative Management,[12] Russo originally began her career as a model. With Crosby's encouragement, Russo applied to, and was signed by, Ford Modeling Agency. She became one of the top models of the 1970s and early 1980s,[13] appearing on maga"
"{'text': 'signed', 'lemma': 'sign', 'start_token': 31, 'end_token': 31}",Rotimi (actor),M,models,sign,"Rotimi garnered music placement with “I’m the One” on the first episode of Boss. In 2015, American rapper and executive producer of Power, 50 Cent signed Rotimi to his label, G-Unit Records.[8] He also released his first G-Unit single ""Lotto"" featuring 50 Cent.
"
"{'text': 'signed', 'lemma': 'sign', 'start_token': 16, 'end_token': 16}",Shaun Ross (model),M,models,sign,"At 16 he was represented by Djamee Models in New York City. He was also signed by AMCK Models London.[5] In 2018, he collaborated with designer Nina Athanasiou for the ""In My Skin"" clothing line to bring awareness to albinism.[2]
"
"{'text': 'recorded', 'lemma': 'record', 'start_token': 2, 'end_token': 2}",Reiko Obata,F,musicians,record,"Obata has recorded multiple CDs of her own compositions and arrangements, including ""Serenity,"" ""Sound of Kiri,"" and a self-titled jazz koto CD with her band East West, founded in 2005. She was one of the first koto players to play jazz on the koto and the only one to have released a CD of jazz standards.
"
"{'text': 'recorded', 'lemma': 'record', 'start_token': 18, 'end_token': 18}",Ronnie Spector,F,musicians,record,"In February 1971, during Phil Spector's tenure as head of A&R at Apple Records, Spector recorded the single ""Try Some, Buy Some/Tandoori Chicken"" at Abbey Road Studios, released as Apple 33 in the UK and Apple 1832 in the US.[5][6] The A-side was written by George Harrison, and produced by both him and Spector. Although the single was not a big hit"
"{'text': 'recorded', 'lemma': 'record', 'start_token': 41, 'end_token': 41}",Timmy T,M,musicians,record,"Timmy T started out in the 1980s in small rap groups in Fresno, but felt that he would rather do dance music. He purchased a Moog synthesizer and a Roland TR-808 drum machine at a pawn shop, and recorded his first single, ""Time After Time"", in his garage. After getting that single pressed on vinyl, he rode his motorcycle to a local Fresno radio sta"
"{'text': 'recorded', 'lemma': 'record', 'start_token': 1, 'end_token': 1}",Timmy T,M,musicians,record,"He recorded his first album Time After Time, featuring the title track (his first single), ""What Will I Do"", ""One More Try"", and ""Over and Over"". None of the singles from his second album, All For Love, reached the charts, however his song ""Over You"" was featured in the motion picture The Raffle in the company of Elton John. The other singles of th"
"{'text': 'recorded', 'lemma': 'record', 'start_token': 41, 'end_token': 41}",Timmy T,M,musicians,record,"Timmy T started out in the 1980s in small rap groups in Fresno, but felt that he would rather do dance music. He purchased a Moog synthesizer and a Roland TR-808 drum machine at a pawn shop, and recorded his first single, ""Time After Time"", in his garage. After getting that single pressed on vinyl, he rode his motorcycle to a local Fresno radio sta"
"{'text': 'continued', 'lemma': 'continue', 'start_token': 27, 'end_token': 27}",Florence Atherton Spalding,F,musicians,continue,"She was now a prominent music teacher in Boston and an acclaimed composer and chose a professional name, which wasn’t her birth name. She continued to publish her works under the name of Florence Atherton.[5]
"
"{'text': 'continued', 'lemma': 'continue', 'start_token': 2, 'end_token': 2}",T.V. Carpio,F,musicians,continue,"Carpio has continued making various acting appearances on television, in films, and on stage. Most notably, Carpio had a recurring role as Shelby Prince in the Lifetime series The Client List (2013),[19][20] portrayed Satomi in The Scribbler (2014),[21] and starred as Eurydice alongside Reeve Carney in Hadestown (2017) at the Citadel Theatre.[22] S"
"{'text': 'continuing', 'lemma': 'continue', 'start_token': 59, 'end_token': 59}",Stemage,M,musicians,continue,"Stemage joined Viking Guitar in 2014, alongside Travis Morgan, Mega Beardo, and founder Erik Peabody. Viking Guitar originated as a solo act fronted by Peabody, with which Stemage had featured as a guest on several occasions.[12][13] The new incarnation of the band released their debut studio album Legion later that year, while continuing the annua"
"{'text': 'continuing', 'lemma': 'continue', 'start_token': 22, 'end_token': 22}",Alex Lacamoire,M,musicians,continue,"Lacamoire was the Music Director, Orchestrator, and Conductor for the Broadway production of Hamilton at the Richard Rodgers Theatre, continuing in the roles he held during the show's Off-Broadway production at The Public Theater, as well as the Co-Arranger (along with Lin-Manuel Miranda) of the show's score. In late 2016 Lacamoire transitioned to "
"{'text': 'death', 'lemma': 'death', 'start_token': 36, 'end_token': 36}",Catey Shaw,F,musicians,death,"Shaw's 2014 song ""Brooklyn Girls"" went viral and received over 300,000 views on YouTube.[8]  Brooklyn Girls was widely criticised for its stereotypical portrayal of Brooklyn, and Shaw received several online death threats.[3] NYMag described Brooklyn Girls as ""the anthem nobody wanted"" and predicted that it would be ""a huge hit among suburban teena"
"{'text': 'death', 'lemma': 'death', 'start_token': 21, 'end_token': 21}",Anne Grimes,F,musicians,death,"Grimes died at 91, in January 2004 at her residence in Oberlin, Ohio.[2] At the time of her death in 2004, Grimes was working on a book about her recordings and the stories of the individuals from whom she collected.[11] Her daughters -- Sara Grimes, Jennifer Grimes Kay, Mary Grimes, and Mindy Grimes compiled and edited her book, Stories from the A"
"{'text': 'death', 'lemma': 'death', 'start_token': 6, 'end_token': 6}",Sam Mehran,M,musicians,death,"His last work released before his death was his co-writing and co-production of Ssion's O (2018).[14] Prior to his death, he was working on co-writing and production of Katie Rush's second and third albums, and a debut EP with Marion Belle (also known as Fatal Jamz).  The second Katie Rush album Stage Life was released postmortem in April 2019, and"
"{'text': 'contributed', 'lemma': 'contribute', 'start_token': 5, 'end_token': 5}",Sara Hershey-Eddy,F,musicians,contribute,"As a writer, she contributed to the columns of The Voice. She remarked in ""Plea for More Singing"": “Every voice should be sufficiently cultivated to produce an agreeable quality of tone and to sing a simple solo with good enunciation and with intelligence. This should belong to any scheme of education, and singing should, to this extent, rank side "
"{'text': 'contributed', 'lemma': 'contribute', 'start_token': 45, 'end_token': 45}",Jarry Lee,F,musicians,contribute,"Lee was the deputy editor of BuzzFeed News's Books vertical from 2014 to 2018[24][25][26][27][28] and was listed as one of ""The Asian American Women Writers Who Are Going to Change the World"" by Electric Literature in 2017.[29] She has also contributed to Reader's Digest[30] and McSweeney's,[31] and her tweets have frequently been featured on HuffP"
"{'text': 'contributed', 'lemma': 'contribute', 'start_token': 37, 'end_token': 37}",Sam Prekop,M,musicians,contribute,"Prekop enlisted the help of Jim O'Rourke (X-Factor) to produce his self-titled first solo album in 1999. Bassist Josh Abrams, drummer Chad Taylor, and guitarist Archer Prewitt also contributed their talents. The album was described as soft and breezy, with tinges of Brazilian pop.[2] IN April that year Prekop performed with Aerial M in Toronto.[3]
"
"{'text': 'contributed', 'lemma': 'contribute', 'start_token': 35, 'end_token': 35}",Ed Bogas,M,musicians,contribute,"Bogas' contributions span four decades and several genres. In the 1960s Bogas was a member of the progressive rock/psychedelic band The United States of America, and in the 1970s he contributed the music for films by Ralph Bakshi and for television specials for the Peanuts series, succeeding Vince Guaraldi after his death in 1976. In the 1980s he s"
"{'text': 'signing', 'lemma': 'sign', 'start_token': 5, 'end_token': 5}",Kiiara,F,musicians,sign,"In June 2015, after signing a deal to Atlantic Records and changing to her stage name from Kiara Saulters to Kiiara, she released her debut single ""Gold"".[3][7] In 2015, ""Gold"" was chosen as background music of a 15-second Apple Watch commercial titled ""Style"".[8] The song was her first entry on the Billboard Hot 100, peaking at number 13. Her debu"
"{'text': 'signed', 'lemma': 'sign', 'start_token': 12, 'end_token': 12}",Ronnie Spector,F,musicians,sign,"After releasing a few singles on Colpix without success, they were signed by Phil Spector to Philles Records. Their relationship with Spector brought chart success with ""Be My Baby"", ""Baby, I Love You"", ""The Best Part of Breakin' Up"", ""Do I Love You?"", and ""Walking in the Rain"". The group had two top 100 hits in 1965: ""Born to Be Together"" and ""Is "
"{'text': 'signed', 'lemma': 'sign', 'start_token': 21, 'end_token': 21}",Keith Sykes (musician),M,musicians,sign,"Sykes stopped touring in 1986 in order to focus on writing, publishing and producing. During this time, Sykes signed Memphis songwriter John Kilzer to his publishing company Keith Sykes Music, and was the driving force behind Kilzer's deal with Geffen Records. Sykes is also credited with the discovery of renowned singer-songwriter Todd Snider. Afte"
"{'text': 'signed', 'lemma': 'sign', 'start_token': 21, 'end_token': 21}",Keith Sykes (musician),M,musicians,sign,"Sykes stopped touring in 1986 in order to focus on writing, publishing and producing. During this time, Sykes signed Memphis songwriter John Kilzer to his publishing company Keith Sykes Music, and was the driving force behind Kilzer's deal with Geffen Records. Sykes is also credited with the discovery of renowned singer-songwriter Todd Snider. Afte"
"{'text': 'appeared', 'lemma': 'appear', 'start_token': 4, 'end_token': 4}",Mollie Williams,F,musicians,appear,"In 1905, Hersh appeared on stage at Miner's Bowery Theatre (originators of “get the hook”) using the name Mollie Williams.[4][5] Williams was subsequently signed as a chorus girl in Al Reeve's Big Beauty Show on the Eastern Burlesque Wheel. In 1907, while performing in the chorus of The Behman Show, Williams persuaded the producer to stage her impe"
"{'text': 'appeared', 'lemma': 'appear', 'start_token': 7, 'end_token': 7}",Eve Marie Shahoian,F,musicians,appear,"During her early singing career, Shahoian appeared on The Tonight Show, The Mike Douglas Show, Just Kidding, San Francisco Press Club, French Club, and Circle Star Theater, and was a featured guest on TV and radio stations KGO, KPIX, KRON, KTVU, and KEMO.[3] Shahoian has performed as a soloist several times with the Oakland Symphony.[4] As a child,"
